TimeStamp,Date,Time,User,Tweet,Text,Location,Sentiment,Score,Pos_Score,Neg_Score,Neu_Score
2022-06-18 23:50:12+00:00,2022-06-18,23:50:12,universalsch,"Happy Father’s Day !

On this occasion of Father’s Day, children prepared some Best Dad certificates and paper Badg… https://t.co/lVL2t6xBEq","happy father’s day 

on this occasion of father’s day children prepared some best dad certificates and paper badg… httpstcolvltxbeq","Nanded-Waghala, India",1,0.8689,0.8689,0.0,0.0
2022-06-18 23:50:02+00:00,2022-06-18,23:50:02,DenverGazette,"How can you tell a dad joke from a regular joke? (Via:@Bzdekv) #FathersDay

https://t.co/s7gA1v9MfW","how can you tell a dad joke from a regular joke viabzdekv fathersday

httpstcosgavmfw","Denver, CO",1,0.5267,0.5267,0.0,0.0
2022-06-18 23:50:02+00:00,2022-06-18,23:50:02,csgazette,"How can you tell a dad joke from a regular joke? (Via:@Bzdekv) #FathersDay 

https://t.co/zzSWONuRd6","how can you tell a dad joke from a regular joke viabzdekv fathersday 

httpstcozzswonurd",Colorado Springs,1,0.5267,0.5267,0.0,0.0
2022-06-18 23:49:47+00:00,2022-06-18,23:49:47,Vishura73484520,"@ZenithsportsI The way of deal with situations and circumstances. It's make him SuperHero @ZenithsportsI 
#fathersday 
#zenithsports.in","zenithsportsi the way of deal with situations and circumstances its make him superhero zenithsportsi 
fathersday 
","आज़मगढ़, भारत",0,0.0,0.0,0.0,0.0
2022-06-18 23:49:42+00:00,2022-06-18,23:49:42,U_r_unique_love,"My Father My Pride! 
#FathersDay
#Pride 
@Gurmeetramrahim
Saint Gurmeet Ram Rahim Singh Ji
#TikTok https://t.co/82yUDXAA5Y","my father my pride 
fathersday
pride 
gurmeetramrahim
saint gurmeet ram rahim singh ji
tiktok httpstcoyudxaay",PB 23,0,0.5859,0.0,0.0,0.5859
2022-06-18 23:49:36+00:00,2022-06-18,23:49:36,abhi_9827,"@HDFCLIFE #SarUthaKe #FathersDay #SarUthaKeJiyo  My dad always tells us to stay positive and never give up, always… https://t.co/DQUyPzAvqO",hdfclife saruthake fathersday saruthakejiyo  my dad always tells us to stay positive and never give up always… httpstcodquypzavqo,,1,0.5574,0.5574,0.0,0.0
2022-06-18 23:49:19+00:00,2022-06-18,23:49:19,layer_404,"@KuWallet Happy fathersDay 

@Bento2r
@greadina_
@the_Dark_Fall

#KuCoin #KCS #Bitcoin #Giveaway","kuwallet happy fathersday 

bentor
greadina
thedarkfall

kucoin kcs bitcoin giveaway",mars,0,0.5719,0.0,0.0,0.5719
2022-06-18 23:49:07+00:00,2022-06-18,23:49:07,MVampland,#Bored ? Play a Mario Game!  Sometimes I get bored. #SuperMarioBros #TheOriginal #JapaneseVersion #Nintendo… https://t.co/9Q5qYp1vr5,bored  play a mario game  sometimes i get bored supermariobros theoriginal japaneseversion nintendo… httpstcoqqypvr,"Hollywood, Los Angeles",-1,-0.2023,0.0,-0.2023,0.0
2022-06-18 23:49:02+00:00,2022-06-18,23:49:02,TheReviewWire,#FathersDay Giveaway: Win a Stainless Steel Laser Photo Dog Tag Photo Pendant. Ends 6.19.22 https://t.co/SL1aFp94Cv… https://t.co/mc9k30aZ7u,fathersday giveaway win a stainless steel laser photo dog tag photo pendant ends  httpstcoslafpcv… httpstcomckazu,"Cincinnati, Ohio",0,0.5859,0.0,0.0,0.5859
2022-06-18 23:48:40+00:00,2022-06-18,23:48:40,RealKudaMupfeka,It's Sons ONLY who can express the Kingdom Mandate! It's Sons who walk in Dominion #FathersDay2022… https://t.co/efYJSTU4kV,its sons only who can express the kingdom mandate its sons who walk in dominion fathersday… httpstcoefyjstukv,"Johannesburg, South Africa",0,0.0,0.0,0.0,0.0
2022-06-18 23:48:32+00:00,2022-06-18,23:48:32,cornstore_cork,"FATHERS DAY
SUNDAY ROASTS 
served w/ all The Trimmings
.
..so make sure you spoil DAD and Take the Day OFF
. 
Enjoy… https://t.co/mx6Ui9277c","fathers day
sunday roasts 
served w all the trimmings

so make sure you spoil dad and take the day off
 
enjoy… httpstcomxuic","Cork, Ireland",1,0.3774,0.3774,0.0,0.0
2022-06-18 23:48:29+00:00,2022-06-18,23:48:29,rapplerdotcom,"From Leto Atreides to Eduardo Buenavista, these fictional dads are definitely swoon-worthy. #FathersDay  https://t.co/zGTm0D45ml",from leto atreides to eduardo buenavista these fictional dads are definitely swoonworthy fathersday  httpstcozgtmdml,Philippines,1,0.4019,0.4019,0.0,0.0
2022-06-18 23:48:04+00:00,2022-06-18,23:48:04,GetSaivy,"HEY DADS! We’re celebrating you all weekend long. Happy Father’s Day from Saivy!

#getsaivy
#fathersday https://t.co/WEE7EOUbAl","hey dads we’re celebrating you all weekend long happy father’s day from saivy

getsaivy
fathersday httpstcoweeeoubal","Miami, FL",1,0.8126,0.8126,0.0,0.0
2022-06-18 23:48:02+00:00,2022-06-18,23:48:02,SchoolhouseTvrn,Look no further than Schoolhouse Tavern for the perfect #FathersDay meal! Bring dad &amp; enjoy our ball park #steak &amp;… https://t.co/29R5MFj9XK,look no further than schoolhouse tavern for the perfect fathersday meal bring dad amp enjoy our ball park steak amp… httpstcormfjxk,"Claridge, PA",1,0.6908,0.6908,0.0,0.0
2022-06-18 23:47:48+00:00,2022-06-18,23:47:48,RhythmGaming71,@KSI @eatsides KSI omg it’s really you #FathersDay,ksi eatsides ksi omg it’s really you fathersday,,0,0.0,0.0,0.0,0.0
2022-06-18 23:47:29+00:00,2022-06-18,23:47:29,KristinaM2U,"Happy #FathersDay22 #Fathers to 
all of U who sacrificed your happy, go-around carefree, independent lifestyles for… https://t.co/Mq33YCvsqA","happy fathersday fathers to 
all of u who sacrificed your happy goaround carefree independent lifestyles for… httpstcomqycvsqa",San Francisco Area,1,0.8779,0.8779,0.0,0.0
2022-06-18 23:47:22+00:00,2022-06-18,23:47:22,mentalflossimg,"Hard pass! 
#WajackoyaThe5th #cdc #FathersDay #cryptocurrency #pinkpop #pastor #TikTok https://t.co/wksiAp2WQc","hard pass 
wajackoyatheth cdc fathersday cryptocurrency pinkpop pastor tiktok httpstcowksiapwqc","Santa Cruz, CA",0,-0.1027,0.0,0.0,-0.1027
2022-06-18 23:47:13+00:00,2022-06-18,23:47:13,cornstore_limk,"FATHERS DAY
SUNDAY ROASTS 
served w/ all The Trimmings
.
..so make sure you spoil DAD and Take the Day OFF
. 
Enjoy… https://t.co/tKy8OWYMxH","fathers day
sunday roasts 
served w all the trimmings

so make sure you spoil dad and take the day off
 
enjoy… httpstcotkyowymxh","Limerick, Ireland",1,0.3774,0.3774,0.0,0.0
2022-06-18 23:47:12+00:00,2022-06-18,23:47:12,ssinsan777,Happy #FathersDay @Gurmeetramrahim ji,happy fathersday gurmeetramrahim ji,"Hisar, India",1,0.5719,0.5719,0.0,0.0
2022-06-18 23:47:10+00:00,2022-06-18,23:47:10,nmj192,Go OCSC 🦁⚽️ #OrlandoCity #Soccer #ORLvsHOU #MLS #VamosOrlando #Orlando #FathersDay #Wkend #Family @ Exploria Stadium https://t.co/gKrKaHAJ8h,go ocsc 🦁⚽️ orlandocity soccer orlvshou mls vamosorlando orlando fathersday wkend family  exploria stadium httpstcogkrkahajh,,0,0.0,0.0,0.0,0.0
2022-06-18 23:47:05+00:00,2022-06-18,23:47:05,Jerry4everYoung,"“Dad, your guiding hand on my shoulder will remain with me forever.” —Unknown
Happy Father's Day
#C9… https://t.co/slz2y3HLKn","“dad your guiding hand on my shoulder will remain with me forever” —unknown
happy fathers day
c… httpstcoslzyhlkn",Quezon City,1,0.7845,0.7845,0.0,0.0
2022-06-18 23:46:42+00:00,2022-06-18,23:46:42,CDCarter13,my #fathersday gift! thanks @M_Ganginnis https://t.co/0KGefYWWsg,my fathersday gift thanks mganginnis httpstcokgefywwsg,online,1,0.7003,0.7003,0.0,0.0
2022-06-18 23:46:39+00:00,2022-06-18,23:46:39,krecii03,"fathersday🎂
#父の日 https://t.co/D4MC17WknL","fathersday🎂
父の日 httpstcodmcwknl",japan,0,0.0,0.0,0.0,0.0
2022-06-18 23:46:37+00:00,2022-06-18,23:46:37,DodgerChick310,"Everyone coming over for a carne asada, i dont celebrate #FathersDay but my bro in laws deserve to be celebrated.",everyone coming over for a carne asada i dont celebrate fathersday but my bro in laws deserve to be celebrated,110 South,1,0.6188,0.6188,0.0,0.0
2022-06-18 23:46:28+00:00,2022-06-18,23:46:28,HelloCanada,Happy #FathersDay from the Duke of Cambridge! https://t.co/EKmlXsLyNL,happy fathersday from the duke of cambridge httpstcoekmlxslynl,Canada,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:46:18+00:00,2022-06-18,23:46:18,RobMirasol,"🎁#FathersDay
I don’t need anything. Really.
My kids are the only gifts I’ll ever need.

I mean—only a literal troll… https://t.co/ffV1pbV1Jo","🎁fathersday
i don’t need anything really
my kids are the only gifts i’ll ever need

i mean—only a literal troll… httpstcoffvpbvjo","Waianae, HI",0,0.0,0.0,0.0,0.0
2022-06-18 23:46:03+00:00,2022-06-18,23:46:03,Teresa7277,"I love @Nordstrom ! Just knocked out hubby’s #FathersDay gifts and shoes for me🛍🙃

One @getjackblack shaving cream… https://t.co/jqgHeaFfYR","i love nordstrom  just knocked out hubby’s fathersday gifts and shoes for me🛍🙃

one getjackblack shaving cream… httpstcojqgheaffyr",Texas,1,0.6369,0.6369,0.0,0.0
2022-06-18 23:45:42+00:00,2022-06-18,23:45:42,FrediThePizzamn,"What a GREAT #fathersday gift for me. Some knew I wanted this, it’s one of dads original signs from his 1st pizzeri… https://t.co/hRMo6MEdHF",what a great fathersday gift for me some knew i wanted this it’s one of dads original signs from his st pizzeri… httpstcohrmomedhf,"Melvindale, MI",1,0.8519,0.8519,0.0,0.0
2022-06-18 23:45:39+00:00,2022-06-18,23:45:39,NDrules43,As we celebrate the 20th most popular occasion in the world tomorrow aka #FathersDay remember that the 13th most po… https://t.co/E9IrtYV5TZ,as we celebrate the th most popular occasion in the world tomorrow aka fathersday remember that the th most po… httpstcoeirtyvtz,My own little world ,1,0.7778,0.7778,0.0,0.0
2022-06-18 23:45:39+00:00,2022-06-18,23:45:39,EpicBravoGaming,"BRAVO SHOWDOWN ON ROCKET LEAGUE 5PM PACIFIC!! 
1st.$50 
2nd.$25
PLUS GIVEAWAY GAMES!!
PRIZES $25 x2 &amp; 1 FUNKO POP!!… https://t.co/4ha1AtvVKK","bravo showdown on rocket league pm pacific 
st 
nd
plus giveaway games
prizes  x amp  funko pop… httpstcohaatvvkk",,1,0.4588,0.4588,0.0,0.0
2022-06-18 23:45:33+00:00,2022-06-18,23:45:33,Vishura73484520,"@AmazfitGlobal Cube 8

#FathersDay #Amazfit #TRex2 #FathersDay2022 #Smartwatch 
Join
@Rajeshw27857105 @Rajivtech35 @mittal_itsCold","amazfitglobal cube 

fathersday amazfit trex fathersday smartwatch 
join
rajeshw rajivtech mittalitscold","आज़मगढ़, भारत",1,0.296,0.296,0.0,0.0
2022-06-18 23:45:10+00:00,2022-06-18,23:45:10,funtimespark,"⛳️ HAPPY FATHER’S DAY ⛳️
Dad Putts FREE on Sunday, June 19th from 1pm-8:30pm.

Visit our website… https://t.co/A91WoVTvBq","⛳️ happy father’s day ⛳️
dad putts free on sunday june th from pmpm

visit our website… httpstcoawovtvbq","Alliance, OH",1,0.7906,0.7906,0.0,0.0
2022-06-18 23:45:04+00:00,2022-06-18,23:45:04,SueDuffield,"#fathersday Concert at Fairfield Glade Community Church, Fairfield Glade TN at 3pm! https://t.co/DvRz1tB9ao",fathersday concert at fairfield glade community church fairfield glade tn at pm httpstcodvrztbao,"Nashville, TN",0,0.0,0.0,0.0,0.0
2022-06-18 23:45:02+00:00,2022-06-18,23:45:02,CharlesCJrSF,Here's to all of the dads who are always there for their loved ones. #FathersDay #GoodNeighbor https://t.co/XeGqbN7YcN,heres to all of the dads who are always there for their loved ones fathersday goodneighbor httpstcoxegqbnycn,"Chicago, IL",1,0.5994,0.5994,0.0,0.0
2022-06-18 23:44:58+00:00,2022-06-18,23:44:58,EDB_Sr,I just got personalized @Commanders car mats for my car! No one else has them at all! Let’s go!! #fathersday,i just got personalized commanders car mats for my car no one else has them at all let’s go fathersday,Glad to be seen! ,-1,-0.296,0.0,-0.296,0.0
2022-06-18 23:44:53+00:00,2022-06-18,23:44:53,GeraghtyDenise,Wishing these two gems a Happy Father’s Day….my Dad &amp; my better half….the two main men in my life apart from my two… https://t.co/wxRFz2IFfS,wishing these two gems a happy father’s day…my dad amp my better half…the two main men in my life apart from my two… httpstcowxrfziffs,"Sandycove & Kildare, Ireland",1,0.8176,0.8176,0.0,0.0
2022-06-18 23:44:47+00:00,2022-06-18,23:44:47,CMYEdenPrairie,"How are you celebrating Father's Day tomorrow? 
 #cardmyyard #choosejoy #SkiptheCardStaketheYard #fathersday… https://t.co/g8Zlzdlyb5","how are you celebrating fathers day tomorrow 
 cardmyyard choosejoy skipthecardstaketheyard fathersday… httpstcogzlzdlyb",Eden Prairie,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:44:26+00:00,2022-06-18,23:44:26,CMYMapleGrove,"How are you celebrating Father's Day tomorrow? 
 #cardmyyard #choosejoy #SkiptheCardStaketheYard #fathersday… https://t.co/obER4JiYNh","how are you celebrating fathers day tomorrow 
 cardmyyard choosejoy skipthecardstaketheyard fathersday… httpstcooberjiynh",,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:44:09+00:00,2022-06-18,23:44:09,Eramo_victory,Happy Father's day #fathersday https://t.co/5ocBsnOHWt,happy fathers day fathersday httpstcoocbsnohwt,"Lagos, Nigeria",1,0.5719,0.5719,0.0,0.0
2022-06-18 23:44:06+00:00,2022-06-18,23:44:06,WestminCalvary,We’re ready for you! Come out tomorrow before your Father’s Day celebrations! Ice Cream Sundaes after second servic… https://t.co/ww17NxKWOP,we’re ready for you come out tomorrow before your father’s day celebrations ice cream sundaes after second servic… httpstcowwnxkwop,Westminster Colorado,1,0.3612,0.3612,0.0,0.0
2022-06-18 23:44:00+00:00,2022-06-18,23:44:00,a_mart_official,"Get 👔Dad👔 the perfect glass and have a toast 🍻

#asianmart #beer #beercup #FathersDay2022 #FathersDay… https://t.co/GM7V8HwhtB","get 👔dad👔 the perfect glass and have a toast 🍻

asianmart beer beercup fathersday fathersday… httpstcogmvhwhtb",,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:22+00:00,2022-06-19,13:59:22,Akanksha9897,"@itsinspiring_ @Gurmeetramrahim Happy father's Day papa ji ❤
#FathersDay 
#OurFatherOurPride","itsinspiring gurmeetramrahim happy fathers day papa ji ❤
fathersday 
ourfatherourpride","Uttar Pradesh, India",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:21+00:00,2022-06-19,13:59:21,Holly_Lawson713,“I Want To Be Free” #OhioPlayers #DaytonOhio #BlackMusicMonth #Juneteenth #juneteenth2022 #Celebrate #FathersDay💙🖤 https://t.co/pIDWEVeetk,“i want to be free” ohioplayers daytonohio blackmusicmonth juneteenth juneteenth celebrate fathersday💙🖤 httpstcopidweveetk,"North Carolina, USA",1,0.6124,0.6124,0.0,0.0
2022-06-19 13:59:21+00:00,2022-06-19,13:59:21,MichaelMarcinko,"I got to sleep in until 5:16 today

He knows what he did #FathersDay https://t.co/RGJFft4Uio","i got to sleep in until  today

he knows what he did fathersday httpstcorgjfftuio",Cleveland to Phoenix,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:20+00:00,2022-06-19,13:59:20,maeyanemaila,"@capeunionmart So, I saw this sign at a garage the other day offering to rotate my tires for  R189.00
They must thi… https://t.co/U1u82TG9bd","capeunionmart so i saw this sign at a garage the other day offering to rotate my tires for  r
they must thi… httpstcouutgbd",Emalahleni,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:19+00:00,2022-06-19,13:59:19,DrGorczyca,Happy Father’s Day! Let’s get this party started! #fathersday https://t.co/YODalqHp0Y,happy father’s day let’s get this party started fathersday httpstcoyodalqhpy,"Antioch, California",1,0.7798,0.7798,0.0,0.0
2022-06-19 13:59:19+00:00,2022-06-19,13:59:19,GingerBread615,I told my dogs “sorry you don’t have a dad” you have a grandpa and uncle tho #FathersDay,i told my dogs “sorry you don’t have a dad” you have a grandpa and uncle tho fathersday,Central city ,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:18+00:00,2022-06-19,13:59:18,gbenro,My church is good vibes. #fathersday https://t.co/ZCg7EV8HQi,my church is good vibes fathersday httpstcozcgevhqi,Baltimore/MiltonKeynes/Abuja,1,0.4404,0.4404,0.0,0.0
2022-06-19 13:59:18+00:00,2022-06-19,13:59:18,JennyDell_,"His happy place, with the most accurate shirt. @middlebrooks @TraegerGrills @MeatChurch #FathersDay https://t.co/sOOzwYDHPL",his happy place with the most accurate shirt middlebrooks traegergrills meatchurch fathersday httpstcosoozwydhpl,"Boynton Beach, FL",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:18+00:00,2022-06-19,13:59:18,ForestFestWV,Happy Father’s Day! Share memories and photos of moments with your Father’s during the Mountain State Forest Festiv… https://t.co/cB3qUe5Qt1,happy father’s day share memories and photos of moments with your father’s during the mountain state forest festiv… httpstcocbqueqt,"Elkins, WV",1,0.7096,0.7096,0.0,0.0
2022-06-19 13:59:18+00:00,2022-06-19,13:59:18,KNchoje,"Good luck 🍀👍 

yes #sabinus #FathersDay #ManUnited https://t.co/RuacYlRhoT","good luck 🍀👍 

yes sabinus fathersday manunited httpstcoruacylrhot",Not around💀,1,0.8225,0.8225,0.0,0.0
2022-06-19 13:59:18+00:00,2022-06-19,13:59:18,Marathon_85,"Marathon 85 -Lockdown Blues (Official Music Video)
https://t.co/v5qXIBuZ01 @ITHERETWEETER1 @theretweetermag #Music… https://t.co/4ApOH0LMTB","marathon  lockdown blues official music video
httpstcovqxibuz itheretweeter theretweetermag music… httpstcoapohlmtb","Ontario, Canada",0,0.0,0.0,0.0,0.0
2022-06-19 13:59:17+00:00,2022-06-19,13:59:17,Nompume83499403,@blacklabelsa He stepped up to be a father and a mother at a same time his love care and support is amazing his lov… https://t.co/5pNgOoG44W,blacklabelsa he stepped up to be a father and a mother at a same time his love care and support is amazing his lov… httpstcopngoogw,,1,0.9313,0.9313,0.0,0.0
2022-06-19 13:59:17+00:00,2022-06-19,13:59:17,freeladey,That feeling of joy when a cake comes out of the Bundt pan in one piece 😊 #applecake #FathersDay… https://t.co/1nmPaEPb93,that feeling of joy when a cake comes out of the bundt pan in one piece 😊 applecake fathersday… httpstconmpaepb,,1,0.6486,0.6486,0.0,0.0
2022-06-19 13:59:16+00:00,2022-06-19,13:59:16,pdowney88,Father’s Day 2022. #FathersDay,father’s day  fathersday,"Chicago, IL",0,0.0,0.0,0.0,0.0
2022-06-19 13:59:16+00:00,2022-06-19,13:59:16,PicassoPawn,Happy Father’s Day from Picasso Pawn! #fathersday https://t.co/8Fudvt5yyx,happy father’s day from picasso pawn fathersday httpstcofudvtyyx,"North Carolina, USA",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:15+00:00,2022-06-19,13:59:15,carlacalderon88,"This is one of the gifts we made for Father's Day, which it was my kids' favorite. I wanted them to help out in a w… https://t.co/yG7YDVTfje",this is one of the gifts we made for fathers day which it was my kids favorite i wanted them to help out in a w… httpstcoygydvtfje,Texas,1,0.6908,0.6908,0.0,0.0
2022-06-19 13:59:15+00:00,2022-06-19,13:59:15,ImageryCorp,"Happy Father's Day to all the Father's out there!
.
.
.
#fathersday https://t.co/72isXlK7gx","happy fathers day to all the fathers out there



fathersday httpstcoisxlkgx","Union City, NJ",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:14+00:00,2022-06-19,13:59:14,HPL_JDeLaughter,"🔥To everyone out there, if you celebrate this day dedicated to Fathers, for all the Dads that hang out in the Fathe… https://t.co/6mxfs53ykk",🔥to everyone out there if you celebrate this day dedicated to fathers for all the dads that hang out in the fathe… httpstcomxfsykk,#GigerLovecraftAlienToTheAbyss,1,0.7717,0.7717,0.0,0.0
2022-06-19 13:59:14+00:00,2022-06-19,13:59:14,tractorgirly,"Homemade cheesecake made for my dad who is staying over today.

#FathersDay https://t.co/XXZQuRSqLY","homemade cheesecake made for my dad who is staying over today

fathersday httpstcoxxzqursqly",Ecosse,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:13+00:00,2022-06-19,13:59:13,KckLibrary,"The World Economy is on the Edge of Crisis - Robert Kiyosaki, @George Ga... https://t.co/gRGJAkZLOP from #Logies… https://t.co/AA1BAJgqav",the world economy is on the edge of crisis  robert kiyosaki george ga httpstcogrgjakzlop from logies… httpstcoaabajgqav,Hong Kong ,-1,-0.6249,0.0,-0.6249,0.0
2022-06-19 13:59:13+00:00,2022-06-19,13:59:13,AzmatMurad,"Tribute to Khan on Father's day, He misses alot his son's for us #FathersDay 🇵🇰💜 https://t.co/f7h0bcZSft",tribute to khan on fathers day he misses alot his sons for us fathersday 🇵🇰💜 httpstcofhbczsft,,-1,-0.2263,0.0,-0.2263,0.0
2022-06-19 13:59:13+00:00,2022-06-19,13:59:13,youknowicychris,"As a father it’s up to us to be there for our kids and show them, right from wrong and give them so much love and a… https://t.co/o1O9uNRZQd",as a father it’s up to us to be there for our kids and show them right from wrong and give them so much love and a… httpstcooounrzqd,Harbor City,1,0.3353,0.3353,0.0,0.0
2022-06-19 13:59:11+00:00,2022-06-19,13:59:11,real1776CC,Happy #FathersDay to my amazing daddy and happy birthday to my wonderful mama. I know what a charmed childhood I ha… https://t.co/AyBk6ky1qF,happy fathersday to my amazing daddy and happy birthday to my wonderful mama i know what a charmed childhood i ha… httpstcoaybkkyqf,,1,0.9578,0.9578,0.0,0.0
2022-06-19 13:59:11+00:00,2022-06-19,13:59:11,PentaSearchGrp,"Here's to the real top talent! Thanks for all you do, dads! 

#PentaSearchGroup #PentaSearch #FathersDay #Holiday… https://t.co/DlnFeKkPOl","heres to the real top talent thanks for all you do dads 

pentasearchgroup pentasearch fathersday holiday… httpstcodlnfekkpol","Vancouver, BC, Canada",1,0.7579,0.7579,0.0,0.0
2022-06-19 13:59:10+00:00,2022-06-19,13:59:10,AmericanaHotel2,"To the man we can always count on… Happy Father’s Day!❤
#fathersday #ocmd","to the man we can always count on… happy father’s day❤
fathersday ocmd",,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:09+00:00,2022-06-19,13:59:09,Wealth_97,"Prepare your mind and the future👏🏾

#FathersDay #SickleCellDay https://t.co/BczSXBfB4h","prepare your mind and the future👏🏾

fathersday sicklecellday httpstcobczsxbfbh",,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:09+00:00,2022-06-19,13:59:09,BulletproofBry,"Happy Father’s Day!

One of my favorite memories was going on the “Braveheart” tour with my Pops. England, Ireland,… https://t.co/NYoYhJI6A3","happy father’s day

one of my favorite memories was going on the “braveheart” tour with my pops england ireland… httpstconyoyhjia","Washington, DC",1,0.7717,0.7717,0.0,0.0
2022-06-19 13:59:09+00:00,2022-06-19,13:59:09,RadhikasTeas,"Love you dad.

#fathersday #RadhikasFineTeas https://t.co/wLkbHaUVLn","love you dad

fathersday radhikasfineteas httpstcowlkbhauvln",India..Wanderlust,1,0.6369,0.6369,0.0,0.0
2022-06-19 13:59:09+00:00,2022-06-19,13:59:09,DinePalaceMiss,"✨Happy Father's Day!✨
Visit us for an exquisite dining experience!👨🍳 
Phone: 905-822-2670 
https://t.co/88C1rICeMo… https://t.co/JVm3vXdoyI","✨happy fathers day✨
visit us for an exquisite dining experience👨🍳 
phone  
httpstcocricemo… httpstcojvmvxdoyi","Mississauga, Ontario",0,0.0,0.0,0.0,0.0
2022-06-19 13:59:09+00:00,2022-06-19,13:59:09,3fm927,"Happy Father’s Day to all fathers in the world. 

We will celebrate you today and forevermore for being awesome in… https://t.co/HSHAD7NQOe","happy father’s day to all fathers in the world 

we will celebrate you today and forevermore for being awesome in… httpstcohshadnqoe","Accra, Ghana",1,0.91,0.91,0.0,0.0
2022-06-19 13:59:08+00:00,2022-06-19,13:59:08,bishoplawgroup,"""Anyone can be a father, but it takes someone special to be a dad.""

To all the greatest dads in the world, we wish… https://t.co/YbUANiVGBo","anyone can be a father but it takes someone special to be a dad

to all the greatest dads in the world we wish… httpstcoybuanivgbo","Baltimore, MD",1,0.8847,0.8847,0.0,0.0
2022-06-19 13:59:08+00:00,2022-06-19,13:59:08,REYODUAE,"Real heroes don't wear capes, making bad puns. Thank you for being a true hero, Dad. Happy Father's Day!
.… https://t.co/GR4jCV45fF","real heroes dont wear capes making bad puns thank you for being a true hero dad happy fathers day
… httpstcogrjcvff","Dubai,UAE",1,0.9081,0.9081,0.0,0.0
2022-06-19 13:59:07+00:00,2022-06-19,13:59:07,deedotmme,It’s been almost 8 years since I lost my dad. Gone but never forgotten 🙏🏾🖤 #FathersDay #HappyFathersDay https://t.co/1bQTYWQe5h,it’s been almost  years since i lost my dad gone but never forgotten 🙏🏾🖤 fathersday happyfathersday httpstcobqtywqeh,"Dallas,TX/Lafayette,LA",1,0.1232,0.1232,0.0,0.0
2022-06-19 13:59:07+00:00,2022-06-19,13:59:07,NylaVitaDesigns,"This GORGEOUS Suncatcher is on Sale! Grab yours today, I love mine! 🌿✨ Link to purchase is in my Bio! #sundayvibes… https://t.co/1WSCxg189r",this gorgeous suncatcher is on sale grab yours today i love mine 🌿✨ link to purchase is in my bio sundayvibes… httpstcowscxgr,"Tennessee, USA",1,0.8481,0.8481,0.0,0.0
2022-06-19 13:59:07+00:00,2022-06-19,13:59:07,pdowney88,Father’s Day. #FathersDay,father’s day fathersday,"Chicago, IL",0,0.0,0.0,0.0,0.0
2022-06-19 13:59:06+00:00,2022-06-19,13:59:06,TheGameDayMLB,"Gerrit Cole and Anthony Rizzo are too much 😅#FathersDay 

https://t.co/3Gpx6tYDwg","gerrit cole and anthony rizzo are too much 😅fathersday 

httpstcogpxtydwg",,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:06+00:00,2022-06-19,13:59:06,ChristinaChamb,"Happy #FathersDay to the best dance partner I could ever ask for! Love you, Dad! @twchambers54 https://t.co/xEJtVvyC3E",happy fathersday to the best dance partner i could ever ask for love you dad twchambers httpstcoxejtvvyce,"Birmingham, AL",1,0.9201,0.9201,0.0,0.0
2022-06-19 13:59:06+00:00,2022-06-19,13:59:06,CariMed_JA,"Happy Father's Day from Gillette! What are your plans with dad today?🧔🏾⁠
⁠
#fathersday #dad #daddy #father https://t.co/yFUDihNbub","happy fathers day from gillette what are your plans with dad today🧔🏾⁠
⁠
fathersday dad daddy father httpstcoyfudihnbub","20 Lady Musgrave Road, Kng 5",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:05+00:00,2022-06-19,13:59:05,Digitalprayas,"One father is more than a hundred schoolmasters

#HappyFathersDay #fathersday
#digitalprayas #childhood #superhero… https://t.co/LFCnog2EWH","one father is more than a hundred schoolmasters

happyfathersday fathersday
digitalprayas childhood superhero… httpstcolfcnogewh",India,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:03+00:00,2022-06-19,13:59:03,SandeepAugusti3,"Happy father's day
To LA GREAT FATHERS
🧡 WIDGET SPIFFY @ppickCH 
🧡 ICON CRAYON @justnewdesigns 
🧡 TEMPLATE… https://t.co/YuuUU3LkZy","happy fathers day
to la great fathers
🧡 widget spiffy ppickch 
🧡 icon crayon justnewdesigns 
🧡 template… httpstcoyuuuulkzy",,1,0.8316,0.8316,0.0,0.0
2022-06-19 13:59:02+00:00,2022-06-19,13:59:02,diversityreport,FATHERS DAY and MOTHERS DAY when they're gone – @tm_fathersday  https://t.co/WgXgh60h3E,fathers day and mothers day when theyre gone – tmfathersday  httpstcowgxghhe,Tennessee,0,0.0,0.0,0.0,0.0
